,Title,Book-Author,Image-URL-M_x,tags
386,Do Androids Dream of Electric Sheep?,Philip K. Dick,http://images.amazon.com/images/P/0345404475.01.MZZZZZZZ.jpg,"['science', 'fiction', 'fiction', 'classics', 'dystopia', 'cyberpunk', 'science', 'fiction', 'fantasy', 'fantasy', 'novels', 'speculative', 'fiction', 'american', 'philipk.dick', 'blade', 'runner', '#1']"
387,The Lord of the Rings,J. R. R. Tolkien,http://images.amazon.com/images/P/0395489326.01.MZZZZZZZ.jpg,"['fantasy', 'classics', 'fiction', 'adventure', 'science', 'fiction', 'fantasy', 'epic', 'fantasy', 'literature', 'high', 'fantasy', 'novels', 'young', 'adult', 'j.r.r.tolkien', 'the', 'lord', 'of', 'the', 'rings', '#1-3']"
396,Legend,Jude Deveraux,http://images.amazon.com/images/P/0671001701.01.MZZZZZZZ.jpg,"['young', 'adult', 'dystopia', 'science', 'fiction', 'romance', 'fantasy', 'fiction', 'adventure', 'teen', 'action', 'post', 'apocalyptic', 'judedeveraux', 'legend', '#1']"
400,The Hound of the Baskervilles,Sir Arthur Conan Doyle,http://images.amazon.com/images/P/0425104052.01.MZZZZZZZ.jpg,"['classics', 'mystery', 'fiction', 'crime', 'detective', 'mystery', 'thriller', 'thriller', 'british', 'literature', 'literature', 'audiobook', 'sirarthurconandoyle', 'sherlock', 'holmes', '#5']"
409,V for Vendetta,Alan Moore,http://images.amazon.com/images/P/0930289528.01.MZZZZZZZ.jpg,"['graphic', 'novels', 'comics', 'fiction', 'dystopia', 'science', 'fiction', 'graphic', 'novels', 'comics', 'comic', 'book', 'classics', 'politics', 'fantasy', 'alanmoore', 'v', 'for', 'vendetta', '#1-10']"
410,Wonder,Rachel Vail,http://images.amazon.com/images/P/0140361677.01.MZZZZZZZ.jpg,"['young', 'adult', 'fiction', 'middle', 'grade', 'contemporary', 'realistic', 'fiction', 'childrens', 'school', 'family', 'coming', 'of', 'age', 'juvenile', 'rachelvail', 'wonder', '#1']"
411,Beowulf,Burton Raffel,http://images.amazon.com/images/P/0451627954.01.MZZZZZZZ.jpg,"['classics', 'graphic', 'novels', 'fantasy', 'fiction', 'poetry', 'mythology', 'school', 'comics', 'young', 'adult', 'adventure', 'burtonraffel', 'beowulf', '#1-3']"
413,Stargirl,Jerry Spinelli,http://images.amazon.com/images/P/1841219266.01.MZZZZZZZ.jpg,"['young', 'adult', 'fiction', 'contemporary', 'realistic', 'fiction', 'romance', 'middle', 'grade', 'childrens', 'teen', 'school', 'coming', 'of', 'age', 'jerryspinelli', 'stargirl', '#1']"
418,Robinson Crusoe,Daniel Defoe,http://images.amazon.com/images/P/0762414197.01.MZZZZZZZ.jpg,"['classics', 'fiction', 'adventure', 'literature', 'historical', 'fiction', 'novels', 'classic', 'literature', '18th', 'century', 'school', 'british', 'literature', 'danieldefoe', 'robinson', 'crusoe', '#1']"
431,Inferno,Dante Alighieri,http://images.amazon.com/images/P/0553210696.01.MZZZZZZZ.jpg,"['classics', 'poetry', 'fiction', 'literature', 'religion', 'fantasy', 'school', 'italian', 'literature', 'philosophy', 'medieval', 'dantealighieri', 'la', 'divina', 'commedia', '#1']"
435,Like Water for Chocolate,Laura Esquivel,http://images.amazon.com/images/P/0553472550.01.MZZZZZZZ.jpg,"['fiction', 'romance', 'magical', 'realism', 'historical', 'fiction', 'classics', 'fantasy', 'food', 'spanish', 'literature', 'adult', 'novels', 'lauraesquivel', 'como', 'agua', 'para', 'chocolate', '#1']"
436,Dragonfly in Amber,DIANA GABALDON,http://images.amazon.com/images/P/0440215625.01.MZZZZZZZ.jpg,"['historical', 'fiction', 'romance', 'fantasy', 'fiction', 'time', 'travel', 'historical', 'historical', 'romance', 'audiobook', 'scotland', 'adult', 'dianagabaldon', 'outlander', '#2']"
439,The Prince,Niccolo Machiavelli,http://images.amazon.com/images/P/0451625889.01.MZZZZZZZ.jpg,"['young', 'adult', 'romance', 'dystopia', 'novella', 'fantasy', 'short', 'stories', 'fiction', 'science', 'fiction', 'chick', 'lit', 'teen', 'niccolomachiavelli', 'the', 'selection', '#0.5']"
448,Hamlet,William Shakespeare,http://images.amazon.com/images/P/067172262X.01.MZZZZZZZ.jpg,"['graphic', 'novels', 'classics', 'plays', 'fiction', 'comics', 'young', 'adult', 'drama', 'historical', 'tragedy', 'graphic', 'novels', 'comics', 'williamshakespeare', 'no', 'fear', 'shakespeare', 'graphic', 'novels']"
458,Flowers in the Attic,V.C. Andrews,http://images.amazon.com/images/P/0671452665.01.MZZZZZZZ.jpg,"['fiction', 'horror', 'young', 'adult', 'mystery', 'classics', 'romance', 'gothic', 'thriller', 'drama', 'adult', 'v.c.andrews', 'dollanganger', '#1']"
459,The Scarlet Pimpernel,Emmuska Orczy,http://images.amazon.com/images/P/0451517628.01.MZZZZZZZ.jpg,"['classics', 'historical', 'fiction', 'fiction', 'adventure', 'romance', 'historical', 'mystery', 'literature', 'france', 'french', 'revolution', 'emmuskaorczy', 'the', 'scarlet', 'pimpernel', 'publication', 'order', '#1']"
460,The Chosen,Chaim Potok,http://images.amazon.com/images/P/0449213447.01.MZZZZZZZ.jpg,"['fiction', 'classics', 'historical', 'fiction', 'young', 'adult', 'jewish', 'religion', 'school', 'literature', 'judaism', 'novels', 'chaimpotok', 'reuven', 'malther', '#1']"
464,The Reader,Bernhard Schlink,http://images.amazon.com/images/P/0679442790.01.MZZZZZZZ.jpg,"['fantasy', 'young', 'adult', 'fiction', 'adventure', 'young', 'adult', 'fantasy', 'books', 'about', 'books', 'magic', 'pirates', 'high', 'fantasy', 'audiobook', 'bernhardschlink', 'the', 'reader', 'trilogy', '#1']"
469,Shantaram,Gregory David Roberts,http://images.amazon.com/images/P/1920769005.01.MZZZZZZZ.jpg,"['fiction', 'india', 'travel', 'adventure', 'contemporary', 'novels', 'asia', 'historical', 'fiction', 'unfinished', 'crime', 'gregorydavidroberts', 'shantaram', '#1']"
471,The Host,Peter R. Emshwiller,http://images.amazon.com/images/P/0553289845.01.MZZZZZZZ.jpg,"['young', 'adult', 'science', 'fiction', 'fantasy', 'romance', 'fiction', 'dystopia', 'paranormal', 'aliens', 'adult', 'paranormal', 'romance', 'peterr.emshwiller', 'the', 'host', '#1']"
472,Neuromancer,William Gibson,http://images.amazon.com/images/P/0441000681.01.MZZZZZZZ.jpg,"['science', 'fiction', 'fiction', 'cyberpunk', 'classics', 'science', 'fiction', 'fantasy', 'dystopia', 'fantasy', 'novels', 'speculative', 'fiction', 'audiobook', 'williamgibson', 'sprawl', '#1']"
475,Betrayed,Bertrice Small,http://images.amazon.com/images/P/0449001814.01.MZZZZZZZ.jpg,"['young', 'adult', 'vampires', 'fantasy', 'paranormal', 'romance', 'fiction', 'supernatural', 'urban', 'fantasy', 'paranormal', 'romance', 'magic', 'bertricesmall', 'house', 'of', 'night', '#2']"
478,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,http://images.amazon.com/images/P/0061015075.01.MZZZZZZZ.jpg,"['fiction', 'chick', 'lit', 'contemporary', 'adult', 'fiction', 'southern', 'adult', 'novels', 'historical', 'fiction', 'humor', 'womens', 'rebeccawells', 'ya', 'yas', '#1']"
480,Untamed,Elizabeth Lowell,http://images.amazon.com/images/P/0380769530.01.MZZZZZZZ.jpg,"['young', 'adult', 'vampires', 'fantasy', 'paranormal', 'romance', 'fiction', 'supernatural', 'paranormal', 'romance', 'urban', 'fantasy', 'magic', 'elizabethlowell', 'house', 'of', 'night', '#4']"
484,I Know Why the Caged Bird Sings,MAYA ANGELOU,http://images.amazon.com/images/P/0553279378.01.MZZZZZZZ.jpg,"['nonfiction', 'classics', 'memoir', 'biography', 'autobiography', 'poetry', 'feminism', 'african', 'american', 'biography', 'memoir', 'race', 'mayaangelou', 'maya', ""angelou's"", 'autobiography', '#1']"
491,"I, Robot",ISAAC ASIMOV,http://images.amazon.com/images/P/0553294385.01.MZZZZZZZ.jpg,"['science', 'fiction', 'fiction', 'classics', 'short', 'stories', 'science', 'fiction', 'fantasy', 'robots', 'fantasy', 'audiobook', 'novels', 'speculative', 'fiction', 'isaacasimov', 'robot', '#0.1']"
495,Voyager,DIANA GABALDON,http://images.amazon.com/images/P/0440217563.01.MZZZZZZZ.jpg,"['historical', 'fiction', 'romance', 'fantasy', 'fiction', 'time', 'travel', 'historical', 'historical', 'romance', 'adult', 'audiobook', 'scotland', 'dianagabaldon', 'outlander', '#3']"
500,"I, Claudius",Robert Graves,http://images.amazon.com/images/P/0848805119.01.MZZZZZZZ.jpg,"['historical', 'fiction', 'fiction', 'classics', 'historical', 'literature', 'italy', 'novels', 'british', 'literature', 'audiobook', '20th', 'century', 'robertgraves', 'claudius', '#1']"
502,Chosen,Nancy Holder,http://images.amazon.com/images/P/0689866259.01.MZZZZZZZ.jpg,"['young', 'adult', 'vampires', 'fantasy', 'paranormal', 'romance', 'fiction', 'supernatural', 'paranormal', 'romance', 'urban', 'fantasy', 'magic', 'nancyholder', 'house', 'of', 'night', '#3']"
503,The Last Battle,C. S. Lewis,http://images.amazon.com/images/P/006447108X.01.MZZZZZZZ.jpg,"['fantasy', 'fiction', 'classics', 'young', 'adult', 'childrens', 'christian', 'adventure', 'middle', 'grade', 'christian', 'fiction', 'science', 'fiction', 'fantasy', 'c.s.lewis', 'the', 'chronicles', 'of', 'narnia', 'publication', 'order', '#7']"
505,The Exorcist,William Peter Blatty,http://images.amazon.com/images/P/0061007226.01.MZZZZZZZ.jpg,"['horror', 'fiction', 'classics', 'paranormal', 'thriller', 'supernatural', 'fantasy', 'religion', 'audiobook', 'adult', 'williampeterblatty', 'the', 'exorcist', '#1']"
506,Torment,Stephen R. George,http://images.amazon.com/images/P/0821746286.01.MZZZZZZZ.jpg,"['young', 'adult', 'fantasy', 'angels', 'romance', 'paranormal', 'paranormal', 'romance', 'supernatural', 'fiction', 'urban', 'fantasy', 'teen', 'stephenr.george', 'fallen', '#2']"
507,Bloodlines,Bruce Ducker,http://images.amazon.com/images/P/1579620604.01.MZZZZZZZ.jpg,"['young', 'adult', 'vampires', 'fantasy', 'paranormal', 'romance', 'urban', 'fantasy', 'magic', 'supernatural', 'paranormal', 'romance', 'fiction', 'bruceducker', 'bloodlines', '#1']"
509,North and South,John Jakes,http://images.amazon.com/images/P/0440162041.01.MZZZZZZZ.jpg,"['historical', 'fiction', 'fiction', 'historical', 'civil', 'war', 'war', 'classics', 'romance', 'american', 'civil', 'war', 'adult', 'epic', 'johnjakes', 'north', 'and', 'south', '#1']"
511,A Great and Terrible Beauty,LIBBA BRAY,http://images.amazon.com/images/P/0385730284.01.MZZZZZZZ.jpg,"['fantasy', 'young', 'adult', 'historical', 'fiction', 'fiction', 'historical', 'paranormal', 'romance', 'magic', 'teen', 'young', 'adult', 'fantasy', 'libbabray', 'gemma', 'doyle', '#1']"
512,The Witching Hour,Anne Rice,http://images.amazon.com/images/P/0701135832.01.MZZZZZZZ.jpg,"['horror', 'fantasy', 'fiction', 'paranormal', 'witches', 'supernatural', 'urban', 'fantasy', 'gothic', 'magic', 'adult', 'annerice', 'lives', 'of', 'the', 'mayfair', 'witches', '#1']"
513,The Summoning,Bentley Little,http://images.amazon.com/images/P/0786014806.01.MZZZZZZZ.jpg,"['young', 'adult', 'fantasy', 'paranormal', 'urban', 'fantasy', 'supernatural', 'magic', 'romance', 'ghosts', 'werewolves', 'fiction', 'bentleylittle', 'darkest', 'powers', '#1']"
516,Chocolat,Joanne Harris,http://images.amazon.com/images/P/0552998486.01.MZZZZZZZ.jpg,"['fiction', 'romance', 'magical', 'realism', 'france', 'fantasy', 'contemporary', 'food', 'chick', 'lit', 'historical', 'fiction', 'adult', 'joanneharris', 'chocolat', '#1']"
522,2001: A Space Odyssey,Arthur C. Clarke,http://images.amazon.com/images/P/0451457994.01.MZZZZZZZ.jpg,"['science', 'fiction', 'fiction', 'classics', 'science', 'fiction', 'fantasy', 'space', 'novels', 'fantasy', 'audiobook', 'literature', 'speculative', 'fiction', 'arthurc.clarke', 'space', 'odyssey', '#1']"
525,Trainspotting,Irvine Welsh,http://images.amazon.com/images/P/0393314804.01.MZZZZZZZ.jpg,"['fiction', 'contemporary', 'classics', 'novels', 'thriller', 'mystery', 'scotland', 'crime', 'drama', 'dark', 'irvinewelsh', 'mark', 'renton', '#2']"
528,Cannery Row,John Steinbeck,http://images.amazon.com/images/P/0553234161.01.MZZZZZZZ.jpg,"['classics', 'fiction', 'literature', 'historical', 'fiction', 'american', 'novels', 'literary', 'fiction', 'classic', 'literature', '20th', 'century', 'the', 'united', 'states', 'of', 'america', 'johnsteinbeck', 'cannery', 'row', '#1']"
534,Swann's Way,Marcel Proust,http://images.amazon.com/images/P/067003245X.01.MZZZZZZZ.jpg,"['classics', 'fiction', 'france', 'literature', 'french', 'literature', 'novels', '20th', 'century', 'philosophy', 'literary', 'fiction', 'unfinished', 'marcelproust', 'à', 'la', 'recherche', 'du', 'temps', 'perdu', '#1']"
535,Silence,Shusaku Endo,http://images.amazon.com/images/P/0800871863.01.MZZZZZZZ.jpg,"['young', 'adult', 'fantasy', 'angels', 'paranormal', 'romance', 'paranormal', 'romance', 'supernatural', 'fiction', 'urban', 'fantasy', 'young', 'adult', 'fantasy', 'shusakuendo', 'hush', 'hush', '#3']"
536,Ishmael,Daniel Quinn,http://images.amazon.com/images/P/0553561669.01.MZZZZZZZ.jpg,"['fiction', 'philosophy', 'spirituality', 'classics', 'environment', 'fantasy', 'novels', 'literature', 'religion', 'school', 'danielquinn', 'ishmael', '#1']"
539,The Return of the King,J. R. R. Tolkien,http://images.amazon.com/images/P/0345272609.01.MZZZZZZZ.jpg,"['fantasy', 'fiction', 'classics', 'adventure', 'science', 'fiction', 'fantasy', 'high', 'fantasy', 'epic', 'fantasy', 'literature', 'novels', 'magic', 'j.r.r.tolkien', 'the', 'lord', 'of', 'the', 'rings', '#3']"
542,Dead to the World,Charlaine Harris,http://images.amazon.com/images/P/0441011675.01.MZZZZZZZ.jpg,"['fantasy', 'vampires', 'paranormal', 'urban', 'fantasy', 'romance', 'fiction', 'mystery', 'paranormal', 'romance', 'supernatural', 'adult', 'charlaineharris', 'sookie', 'stackhouse', '#4']"
544,The Bronze Horseman,Paullina Simons,http://images.amazon.com/images/P/0061031127.01.MZZZZZZZ.jpg,"['historical', 'fiction', 'romance', 'historical', 'historical', 'romance', 'fiction', 'war', 'russia', 'adult', 'world', 'war', 'ii', 'adult', 'fiction', 'paullinasimons', 'the', 'bronze', 'horseman', '#1']"
546,You Are Special,Max Lucado,http://images.amazon.com/images/P/0891079319.01.MZZZZZZZ.jpg,"['picture', 'books', 'childrens', 'christian', 'fiction', 'religion', 'inspirational', 'christian', 'fiction', 'fantasy', 'christianity', 'kids', 'maxlucado', 'wemmicksville', '#1']"
548,Little House on the Prairie,Laura Ingalls Wilder,http://images.amazon.com/images/P/0064400026.01.MZZZZZZZ.jpg,"['classics', 'historical', 'fiction', 'childrens', 'fiction', 'young', 'adult', 'historical', 'middle', 'grade', 'juvenile', 'family', 'adventure', 'lauraingallswilder', 'little', 'house', '#3']"
550,Twelfth Night,William Shakespeare,http://images.amazon.com/images/P/0140707115.01.MZZZZZZZ.jpg,"['mystery', 'historical', 'fiction', 'historical', 'historical', 'mystery', 'romance', 'novella', 'historical', 'romance', 'victorian', 'fiction', 'short', 'stories', 'williamshakespeare', 'lady', 'julia', 'grey', '#5.6']"
552,Drums of Autumn,DIANA GABALDON,http://images.amazon.com/images/P/044022425X.01.MZZZZZZZ.jpg,"['historical', 'fiction', 'romance', 'fantasy', 'fiction', 'time', 'travel', 'historical', 'historical', 'romance', 'audiobook', 'adult', 'adventure', 'dianagabaldon', 'outlander', '#4']"
556,P.S. I Love You,Barbara Conklin,http://images.amazon.com/images/P/0553244604.01.MZZZZZZZ.jpg,"['romance', 'chick', 'lit', 'fiction', 'contemporary', 'adult', 'contemporary', 'romance', 'love', 'adult', 'fiction', 'drama', 'ireland', 'barbaraconklin', 'p.s', 'i', 'love', 'you', '#1']"
561,Hunted,N. M. Browne,http://images.amazon.com/images/P/158234759X.01.MZZZZZZZ.jpg,"['young', 'adult', 'vampires', 'fantasy', 'paranormal', 'romance', 'fiction', 'supernatural', 'paranormal', 'romance', 'urban', 'fantasy', 'magic', 'n.m.browne', 'house', 'of', 'night', '#5']"
564,World Without End,Molly Cochran,http://images.amazon.com/images/P/0812534271.01.MZZZZZZZ.jpg,"['historical', 'fiction', 'fiction', 'historical', 'medieval', 'british', 'literature', 'audiobook', 'novels', 'romance', 'fantasy', 'adult', 'mollycochran', 'kingsbridge', '#2']"
569,A Christmas Carol,Charles Dickens,http://images.amazon.com/images/P/1556701616.01.MZZZZZZZ.jpg,"['classics', 'fiction', 'christmas', 'fantasy', 'literature', 'historical', 'fiction', 'audiobook', 'holiday', '19th', 'century', 'classic', 'literature', 'charlesdickens', 'the', 'christmas', 'books', '#1']"
577,The Last Unicorn,Peter S. Beagle,http://images.amazon.com/images/P/0451450523.01.MZZZZZZZ.jpg,"['fantasy', 'classics', 'fiction', 'young', 'adult', 'childrens', 'science', 'fiction', 'fantasy', 'adventure', 'magic', 'unicorns', 'fairy', 'tales', 'peters.beagle', 'the', 'last', 'unicorn', '#1']"
581,Little House in the Big Woods,Laura Ingalls Wilder,http://images.amazon.com/images/P/0064400018.01.MZZZZZZZ.jpg,"['classics', 'historical', 'fiction', 'childrens', 'fiction', 'young', 'adult', 'historical', 'middle', 'grade', 'juvenile', 'family', 'audiobook', 'lauraingallswilder', 'little', 'house', '#1']"
583,Hyperion,DAN SIMMONS,http://images.amazon.com/images/P/0553283685.01.MZZZZZZZ.jpg,"['science', 'fiction', 'fiction', 'fantasy', 'space', 'opera', 'science', 'fiction', 'fantasy', 'audiobook', 'time', 'travel', 'horror', 'space', 'novels', 'dansimmons', 'hyperion', 'cantos', '#1']"
587,The Bean Trees,Barbara Kingsolver,http://images.amazon.com/images/P/0060915544.01.MZZZZZZZ.jpg,"['fiction', 'contemporary', 'novels', 'literary', 'fiction', 'adult', 'fiction', 'adult', 'school', 'classics', 'literature', 'realistic', 'fiction', 'barbarakingsolver', 'greer', 'family', '#1']"
590,Anne of Avonlea,L.M. Montgomery,http://images.amazon.com/images/P/0140325654.01.MZZZZZZZ.jpg,"['classics', 'fiction', 'young', 'adult', 'historical', 'fiction', 'childrens', 'historical', 'romance', 'canada', 'audiobook', 'middle', 'grade', 'l.m.montgomery', 'anne', 'of', 'green', 'gables', '#2']"
595,The Silver Chair,C. S. Lewis,http://images.amazon.com/images/P/0064471098.01.MZZZZZZZ.jpg,"['fantasy', 'fiction', 'classics', 'young', 'adult', 'childrens', 'christian', 'adventure', 'middle', 'grade', 'christian', 'fiction', 'science', 'fiction', 'fantasy', 'c.s.lewis', 'the', 'chronicles', 'of', 'narnia', 'publication', 'order', '#4']"
598,The Two Towers,J. R. R. Tolkien,http://images.amazon.com/images/P/0345272595.01.MZZZZZZZ.jpg,"['fantasy', 'fiction', 'classics', 'adventure', 'science', 'fiction', 'fantasy', 'high', 'fantasy', 'epic', 'fantasy', 'novels', 'literature', 'magic', 'j.r.r.tolkien', 'the', 'lord', 'of', 'the', 'rings', '#2']"
601,The Secret,Julie Garwood,http://images.amazon.com/images/P/0671744216.01.MZZZZZZZ.jpg,"['self', 'help', 'nonfiction', 'spirituality', 'psychology', 'philosophy', 'personal', 'development', 'inspirational', 'audiobook', 'new', 'age', 'business', 'juliegarwood', 'the', 'secret', '#1']"
614,Left Behind,Peter Lalonde,http://images.amazon.com/images/P/1565073649.01.MZZZZZZZ.jpg,"['fiction', 'christian', 'christian', 'fiction', 'religion', 'fantasy', 'thriller', 'christianity', 'science', 'fiction', 'apocalyptic', 'spirituality', 'peterlalonde', 'left', 'behind', '#1']"
